Job,Joblink,Company,Company Link,Job Tags,Date Posted,Compensation
UX Designer,https://angel.co/company/nocodez/jobs/650430-ux-designer,NoCodeZ,https://angel.co/company/nocodez,"Full Time · Bengaluru · UI/UX Designer
·","Posted
about 15 hours
ago",₹10L – ₹12L · 0.0% – 0.1%
Engagement Lead,https://angel.co/company/ninety-consulting-1/jobs/650423-engagement-lead,Ninety Consulting,https://angel.co/company/ninety-consulting-1,"Full Time · London · Project Manager · Lean Startups · Innovation & Growth · Design Thinking · Insurance · Innovation · Business Transformation Expertise · Disruptive Innovation · Agile · Disruptive Technologies · Digital Innovation
·","Posted
about 15 hours
ago",£60k – £75k · No equity
Social Media Intern,https://angel.co/company/optimite-net/jobs/650415-social-media-intern,Optimite,https://angel.co/company/optimite-net,"Full Time · Remote possible · Gurgaon · Social Media Management
·","Posted
about 15 hours
ago","₹5,000 – ₹5,000 · No equity"
Social Media Manager,https://angel.co/company/optimite-net/jobs/629551-social-media-manager,Optimite,https://angel.co/company/optimite-net,"Full Time · Gurgaon · Marketing · Facebook Advertising · Social Media Marketing · Affiliate Marketing · Influencer Marketing · Google Advertising
·



Posted
about 1 month
ago",,₹4L – ₹5L · No equity
Graphic Designer,https://angel.co/company/optimite-net/jobs/611154-graphic-designer,Optimite,https://angel.co/company/optimite-net,"Full Time · Gurgaon · Designer · Adobe Photoshop · Adobe Illustrator · Invision
·



Posted
2 months
ago",,₹4L – ₹5L · No equity
Research Manager,https://angel.co/company/digitalmr/jobs/650408-research-manager,DigitalMR,https://angel.co/company/digitalmr,"Full Time · London · User Researcher · Statistical Analysis · Social Media Listening · Social Media Listening & Analytics
·","Posted
about 16 hours
ago",£14k – £19k · No equity
SEM & SEO Expert,https://angel.co/company/hexwhale/jobs/650394-sem-seo-expert,Hexwhale,https://angel.co/company/hexwhale,"Full Time · Bengaluru · Bangalore Urban · Bangalore City Municipal Corporation Layout · SEO/SEM · PPC · Search Engine Optimization (SEO) · Online Lead Generation · SEM/PPC Campaign Management (Lead Generation)
·","Posted
about 16 hours
ago","₹30,000 – ₹40,000 · No equity"
Senior Wordpress Developer - Theme & Plugin Development,https://angel.co/company/hexwhale/jobs/650377-senior-wordpress-developer-theme-plugin-development,Hexwhale,https://angel.co/company/hexwhale,"Full Time · Bengaluru · Bangalore Urban · Bangalore City Municipal Corporation Layout · Backend Developer · Wordpress · Ecommerce · PHP Frameworks · HTML/CSS/PHP/MYSQL · eCommerce in WordPress · WooCommerce · Wordpress Theme Development · Wordpress Plugin Development
·","Posted
about 17 hours
ago","₹25,000 – ₹35,000 · No equity"
PHP Developer (Codeigniter/Laravel),https://angel.co/company/hexwhale/jobs/650373-php-developer-codeigniter-laravel,Hexwhale,https://angel.co/company/hexwhale,"Full Time · Bengaluru · PHP · MySQL · Git · Redis · Memcached · Laravel · JSON / XML / HTML / Javascript / JQuery · RESTful API · Laravel 5
·","Posted
about 17 hours
ago","₹25,000 – ₹35,000 · No equity"
Senior PHP / Laravel Developer,https://angel.co/company/hexwhale/jobs/650367-senior-php-laravel-developer,Hexwhale,https://angel.co/company/hexwhale,"Full Time · Bengaluru · Bangalore Urban · Backend Developer · PHP · MySQL · HTML/CSS/PHP/MYSQL · Laravel · RESTful API · Laravel/Codeignter/Wordpress · Laravel 5
·","Posted
about 17 hours
ago","₹40,000 – ₹60,000 · No equity"
Web developer,https://angel.co/company/london-sports-consulting/jobs/650389-web-developer,London sports consulting,https://angel.co/company/london-sports-consulting,"Contract · Remote possible · London · Full-Stack Developer · PHP · Merchant Services · Laravel · React.js
·","Posted
about 16 hours
ago",£40k – £60k · No equity
Digital Strategist,https://angel.co/company/flamingo-ar/jobs/650384-digital-strategist,Flamingo,https://angel.co/company/flamingo-ar,"Full Time · Remote possible · Denver · New York City · London · Marketing · Marketing Manager · Content Creator · Marketing Strategy · Content Strategy · Digital Marketing · Start-Ups · Growth Hacking · Web and Mobile Apps · LGBT Marketing
·","Posted
about 16 hours
ago",$1k – $25k · 0.05% – 2.0%
Augmented Reality Developer,https://angel.co/company/flamingo-ar/jobs/466517-augmented-reality-developer,Flamingo,https://angel.co/company/flamingo-ar,"Full Time · Remote possible · Denver · Portland · London · Software Engineer · Mobile Developer · Augmented Reality · Mobile Development · GPS Tracking · Geolocation
·



Posted
11 months
ago",,$60k – $100k · 1.0% – 3.0%
Python Developer,https://angel.co/company/carotechs-1/jobs/650374-python-developer,Carotechs,https://angel.co/company/carotechs-1,"Full Time · Coimbatore · Python · Python /Django · Python/Django/Flask · Back-End Development: - Python, JavaScript, Ruby, Node.Js, MEAN, MERN, AWS(EC2, Lambd
·","Posted
about 17 hours
ago","₹40,000 – ₹70,000 · No equity"
Python/Django Developer,https://angel.co/company/carotechs-1/jobs/650364-python-django-developer,Carotechs,https://angel.co/company/carotechs-1,"Full Time · Remote possible · Coimbatore
·","Posted
about 17 hours
ago",$40k – $70k · No equity
Senior Software Engineer - PHP/Laravel,https://angel.co/company/comuneti/jobs/650359-senior-software-engineer-php-laravel,Comuneti,https://angel.co/company/comuneti,"Full Time · Bengaluru · PHP · Laravel
·","Posted
about 17 hours
ago",₹12L – ₹20L · 0.5% – 1.0%
Android Lead Engineer - Mobile Application Design & Development - Java/Kotlin,https://angel.co/company/comuneti/jobs/646651-android-lead-engineer-mobile-application-design-development-java-kotlin,Comuneti,https://angel.co/company/comuneti,"Full Time · Bengaluru · Android · Kotlin · Android Application Development
·



Posted
7 days
ago",,₹25L – ₹35L · 0.5% – 4.0%
Android - iOS Lead Engineer,https://angel.co/company/comuneti/jobs/612137-android-ios-lead-engineer,Comuneti,https://angel.co/company/comuneti,"Full Time · Bengaluru · Mobile Developer · iOS Development · Android Application Development
·



Posted
2 months
ago",,₹20L – ₹30L · No equity
Adobe Captivate Content Developer - eLearning Platform,https://angel.co/company/comuneti/jobs/601934-adobe-captivate-content-developer-elearning-platform,Comuneti,https://angel.co/company/comuneti,"Full Time · Coimbatore · Content Creator · Content Development · Content Creation · Adobe Captivate · K-12 Education
·



Posted
3 months
ago",,₹8L – ₹12L · No equity
"WordPress, PHP - Full Stack Open Source Developer",https://angel.co/company/comuneti/jobs/601929-wordpress-php-full-stack-open-source-developer,Comuneti,https://angel.co/company/comuneti,"Full Time · Coimbatore · Full-Stack Developer · PHP · Javascript · CSS · MySQL · Node.js · Wordpress · REST APIs
·



Posted
3 months
ago",,₹10L – ₹15L · No equity
lead backend Engineer - Golang / Python,https://angel.co/company/comuneti/jobs/601751-lead-backend-engineer-golang-python,Comuneti,https://angel.co/company/comuneti,"Full Time · Bengaluru · Backend Developer · Python · Go (Golang)
·



Posted
3 months
ago",,$2k – $2k · No equity
Lead Security Engineer,https://angel.co/company/comuneti/jobs/601747-lead-security-engineer,Comuneti,https://angel.co/company/comuneti,"Full Time · Bengaluru · Software Engineer · Engineering Manager · Systems Engineer · Security
·



Posted
3 months
ago",,₹18L – ₹22L · No equity
DevOps Engineer,https://angel.co/company/comuneti/jobs/591991-devops-engineer,Comuneti,https://angel.co/company/comuneti,"Full Time · Bengaluru · DevOps · Python · Build and Release Management · AWS Lambda
·



Posted
3 months
ago",,₹12L – ₹17L · No equity
UX Designer,https://angel.co/company/comuneti/jobs/566449-ux-designer,Comuneti,https://angel.co/company/comuneti,"Full Time · Bengaluru · UI/UX Designer · HTML · CSS · UI/UX Design
·



Posted
5 months
ago",,₹3.5L – ₹6L · No equity
Senior / Lead Product Engineer,https://angel.co/company/comuneti/jobs/566220-senior-lead-product-engineer,Comuneti,https://angel.co/company/comuneti,"Full Time · Bengaluru · Software Engineer · Mobile Developer · DevOps · Product Development · Mobile Application Development · Backend Development · Android Application Development
·



Posted
5 months
ago",,₹35L – ₹45L · No equity
UI Engineer - Android Mobile Platform,https://angel.co/company/comuneti/jobs/565512-ui-engineer-android-mobile-platform,Comuneti,https://angel.co/company/comuneti,"Full Time · Bengaluru · Mobile Developer · Frontend Developer · Java · Android · Mobile Development · UI/UX Design · Frontend Development
·



Posted
5 months
ago",,₹35L – ₹45L · 0.2% – 0.75%
Lead Frontend Engineer - ReactJS / NodeJS,https://angel.co/company/comuneti/jobs/551858-lead-frontend-engineer-reactjs-nodejs,Comuneti,https://angel.co/company/comuneti,"Full Time · Bengaluru · Frontend Developer · Node.js · Front-End Development · UI/UX Design · Frontend Development · React.js · Front-End/Full-Stack (UI-AngularJS-JS-NodeJS) · NodeJS · ReactJS
·



Posted
6 months
ago",,₹25L – ₹35L · No equity
Klaviyo Email Marketing Specialist Needed To Join Our Team,https://angel.co/company/underground-ecom/jobs/650351-klaviyo-email-marketing-specialist-needed-to-join-our-team,Underground Ecom,https://angel.co/company/underground-ecom,"Contract · United Kingdom · HTML · Copywriting · Email Marketing · Digital Marketing · Adobe Photoshop · Email automation · Klaviyo
·","Posted
about 17 hours
ago",$30k – $60k · No equity
Energetic And Experienced Copywriter/Email Marketer Wanted For Long-Term Position,https://angel.co/company/underground-ecom/jobs/650347-energetic-and-experienced-copywriter-email-marketer-wanted-for-long-term-position,Underground Ecom,https://angel.co/company/underground-ecom,"Contract · Remote possible · United Kingdom · Copywriting · Email Marketing · Adobe Photoshop · Ecommerce Marketing · Digital Marketing Strategy
·","Posted
about 17 hours
ago",$30k – $55k · No equity
Experienced Sales Person Wanted For Fast Growing Agency,https://angel.co/company/underground-ecom/jobs/616834-experienced-sales-person-wanted-for-fast-growing-agency,Underground Ecom,https://angel.co/company/underground-ecom,"Contract · Remote possible · United Kingdom · Sales
·



Posted
about 2 months
ago",,$12k – $60k · No equity
Email Marketing Manager,https://angel.co/company/underground-ecom/jobs/600100-email-marketing-manager,Underground Ecom,https://angel.co/company/underground-ecom,"Full Time · Remote possible · United Kingdom · Marketing Manager
·



Posted
3 months
ago",,$36k – $81k · No equity
Experienced corporate executive assistant,https://angel.co/company/underground-ecom/jobs/600097-experienced-corporate-executive-assistant,Underground Ecom,https://angel.co/company/underground-ecom,"Full Time · Remote possible · United Kingdom · Operations Manager · Communication Skills · Attention to Detail · Organizational Skills · Meticulous attention to detail
·



Posted
3 months
ago",,$36k – $36k · No equity
CTO,https://angel.co/company/mobbypark/jobs/650340-cto,MobbyPark,https://angel.co/company/mobbypark,"Cofounder · Remote possible · India · Mobile Developer · CTO · Backend Developer · IoT · Firebase · React Native
·","Posted
about 18 hours
ago","₹1,000 – ₹1,000 · 8.0% – 11.0%"
Java Developer,https://angel.co/company/ai-machines/jobs/650338-java-developer,AI Machines,https://angel.co/company/ai-machine,"Full Time · Remote possible · Bengaluru
·","Posted
about 18 hours
ago",₹6L – ₹6L · No equity
Talent Acquisition,https://angel.co/company/cogoport/jobs/650316-talent-acquisition,Cogoport,https://angel.co/company/cogoport,"Full Time · Mumbai
·","Posted
about 18 hours
ago",₹12L – ₹15L · No equity
Product Marketeer,https://angel.co/company/cogoport/jobs/650315-product-marketeer,Cogoport,https://angel.co/company/cogoport,"Full Time · Mumbai
·","Posted
about 18 hours
ago",₹24L – ₹40L · No equity
Senior DevOps Engineer,https://angel.co/company/cogoport/jobs/646073-senior-devops-engineer,Cogoport,https://angel.co/company/cogoport,"Full Time · Mumbai · Cloud Computing · DevOps · Docker · AWS · Kubernetes
·



Posted
8 days
ago",,"₹18,000 – ₹30,000 · No equity"
Content Marketeer,https://angel.co/company/cogoport/jobs/622656-content-marketeer,Cogoport,https://angel.co/company/cogoport,"Full Time · Mumbai · Content Creator · Content Management · Content Marketing · Content Creation · Digital Marketing (SEO & Content Creation)
·



Posted
about 2 months
ago",,₹8L – ₹16L · No equity
Software Development Engineer - II (Frontend),https://angel.co/company/cogoport/jobs/617716-software-development-engineer-ii-frontend,Cogoport,https://angel.co/company/cogoport,"Full Time · Mumbai · Frontend Developer · Javascript · TypeScript · React.js · Graph Ql
·



Posted
about 2 months
ago",,₹16L – ₹25L · No equity
Software Development Engineer - II (BackEnd),https://angel.co/company/cogoport/jobs/289004-software-development-engineer-ii-backend,Cogoport,https://angel.co/company/cogoport,"Full Time · Bengaluru · Mumbai · Backend Developer · MongoDB · Redis · Software Architecture and Design · Ruby on Rails · Code Quality
·



Posted
about 2 years
ago",,"₹20,000 – ₹30,000 · No equity"
Content Writer,https://angel.co/company/totalcloud/jobs/650312-content-writer,Totalcloud,https://angel.co/company/totalcloud,"Full Time · Bengaluru · Blogging · Cloud Computing · Wordpress · Google Analytics · Technical Writing
·","Posted
about 18 hours
ago","₹5,000 – ₹7,000 · No equity"
