Job,Joblink,Company,Company Link,Job Tags,Date Posted,Compensation
Talent & HR Specialist,https://angel.co/company/brainsfeed/jobs/613529-talent-hr-specialist,Brainsfeed,https://angel.co/company/brainsfeed,"Full Time · Remote possible · India · Remote · H.R.
·



Posted
2 months
ago",,₹6L – ₹7L · No equity
Market Research Analysts ( work as a Freelancer - project based ),https://angel.co/company/brainsfeed/jobs/561891-market-research-analysts-work-as-a-freelancer-project-based,Brainsfeed,https://angel.co/company/brainsfeed,"Contract · Remote possible · India · Philippines · Kenya · Marketing · Market Research · Data Interpretation
·



Posted
5 months
ago",,$1k – $2k · No equity
HR professional ( work as a Freelancer - assignment based ),https://angel.co/company/brainsfeed/jobs/560533-hr-professional-work-as-a-freelancer-assignment-based,Brainsfeed,https://angel.co/company/brainsfeed,"Contract · Remote possible · India · H.R. · Writing · Big Picture Thinking · Time Management · Content and Records Management · Empathetic · Strong decision-making skills · Trustworthiness
·



Posted
5 months
ago",,$1k – $2k · No equity
Financial Analyst ( work as a Freelancer - project based ),https://angel.co/company/brainsfeed/jobs/560011-financial-analyst-work-as-a-freelancer-project-based,Brainsfeed,https://angel.co/company/brainsfeed,"Contract · India · Taiwan · South Korea · Finance/Accounting · Interpersonal Skills · Financial Reporting · Problem Solving Skills · Commercial awareness & business acumen
·



Posted
5 months
ago",,$1k – $2k · No equity
Research Analyst [ FREELANCER],https://angel.co/company/brainsfeed/jobs/533440-research-analyst-freelancer,Brainsfeed,https://angel.co/company/brainsfeed,"Contract · Remote possible · India · Indonesia · Philippines · Business Analyst
·



Posted
7 months
ago",,$1k – $3k · No equity
Business Analyst [FREELANCE],https://angel.co/company/brainsfeed/jobs/512041-business-analyst-freelance,Brainsfeed,https://angel.co/company/brainsfeed,"Contract · India · Philippines · Kenya · Business Analyst
·



Posted
8 months
ago",,$1k – $2k · No equity
Sr. Software Developer - Core Java,https://angel.co/company/jobstab-consultants/jobs/641714-sr-software-developer-core-java,JobsTab Consultants,https://angel.co/company/jobstab-consultant,"Full Time · Mumbai · Mahape · AJAX · MySQL · MongoDB · Git · Core Java / Java SE · Svn · SOAP · Hibernate · JSON · Agile
·



Posted
15 days
ago",,₹6L – ₹8.5L · No equity
DevOps Engineer (Python/Django),https://angel.co/company/jobstab-consultants/jobs/639344-devops-engineer-python-django,JobsTab Consultants,https://angel.co/company/jobstab-consultant,"Full Time · Mumbai · Powai · Python · Django · MySQL · MongoDB · PostgreSQL · SCRUM · Nginx · Agile · Docker · Ansible
·



Posted
18 days
ago",,₹8L – ₹11L · No equity
Android Developer,https://angel.co/company/jobstab-consultants/jobs/639341-android-developer,JobsTab Consultants,https://angel.co/company/jobstab-consultant,"Full Time · Mumbai · Malad West · Java · Android · JSON · Bluetooth · Streaming APIs · Knowledge of Android UI design principles · Android Apps Development (Native) · Video Integration
·



Posted
18 days
ago",,₹1.5L – ₹3L · No equity
SharePoint Developer,https://angel.co/company/jobstab-consultants/jobs/632832-sharepoint-developer,JobsTab Consultants,https://angel.co/company/jobstab-consultant,"Full Time · Gurgaon · Gurugram · Javascript · jQuery · ASP.NET · Office 365 · Mvc · SharePoint · REST APIs · Microsoft Azure · HTML 5 / CSS 3 · SharePoint JSOM
·



Posted
30 days
ago",,₹6L – ₹15L · No equity
Full Stack Developer ( Node.js ),https://angel.co/company/jobstab-consultants/jobs/612355-full-stack-developer-node-js,JobsTab Consultants,https://angel.co/company/jobstab-consultant,"Full Time · Bengaluru · Bangalore Urban · Full-Stack Developer · Javascript · noSQL · MongoDB · CouchDB · Heroku · SCSS / SASS · HTML5 & CSS3 · AngularJS · Algorithms & Data Structures · AWS
·



Posted
2 months
ago",,₹5L – ₹10L · No equity
ReactJS Developer,https://angel.co/company/jobstab-consultants/jobs/609445-reactjs-developer,JobsTab Consultants,https://angel.co/company/jobstab-consultant,"Full Time · Mumbai · Powai · Software Engineer · Git · Github · Flux · Webpack · Javascript (es5/es6) · Redux · ReactJS
·



Posted
2 months
ago",,₹4L – ₹9.5L · No equity
Jr Software Engineer - Ruby on Rails,https://angel.co/company/jobstab-consultants/jobs/609006-jr-software-engineer-ruby-on-rails,JobsTab Consultants,https://angel.co/company/jobstab-consultant,"Full Time · Navi Mumbai · Software Engineer · MySQL · JSON · Agile · MS SQL Server · REST APIs · Ruby on Rails · RoR
·



Posted
2 months
ago",,₹5L – ₹10L · No equity
iOS Developer (Payment Gateway),https://angel.co/company/jobstab-consultants/jobs/608972-ios-developer-payment-gateway,JobsTab Consultants,https://angel.co/company/jobstab-consultant,"Full Time · Gurgaon · Mobile Developer · Mobile Development · Performance Tuning · Push Notifications · Multi Threading · Third-party libraries and APIs · Swift/Objective C/iOS/Xcode · Payment Gateway Integration · offline storage threading&performance tunning
·



Posted
2 months
ago",,₹4L – ₹10L · No equity
Regulatory Reporting Manager (CA),https://angel.co/company/jobstab-consultants/jobs/608900-regulatory-reporting-manager-ca,JobsTab Consultants,https://angel.co/company/jobstab-consultant,"Full Time · Gurgaon · Finance/Accounting · CFO · Regulatory Compliance · Robotics · Chartered Accountant · Capital Markets · Regulatory Reporting · Alteryx · Microsoft Power BI · RWA
·



Posted
2 months
ago",,₹20L – ₹25L · No equity
Sr. UI Developer (React.Js),https://angel.co/company/jobstab-consultants/jobs/608899-sr-ui-developer-react-js,JobsTab Consultants,https://angel.co/company/jobstab-consultant,"Full Time · Bengaluru · Frontend Developer · Node.js · XML · JSON · HTML5 & CSS3 · MVC Framework · Product Design · Google Cloud Platform · React.js · AWS · UI Developer
·



Posted
2 months
ago",,₹15L – ₹30L · No equity
Executive Assistant (Real Estate),https://angel.co/company/jobstab-consultants/jobs/606131-executive-assistant-real-estate,JobsTab Consultants,https://angel.co/company/jobstab-consultant,"Full Time · Noida · Operations · Operations Manager · Real Estate · Law · Executive Assistant · Administrative Assistant
·



Posted
3 months
ago",,₹5L – ₹10L · No equity
Sales Director,https://angel.co/company/industrysim/jobs/641708-sales-director,IndustrySim,https://angel.co/company/industrysim,"Cofounder · Remote possible · New York City · London · Tokyo · Sales Development
·



Posted
15 days
ago",,No salary · No equity
Survey Programmer(Trainee),https://angel.co/company/dheehire-consultancy-services/jobs/641707-survey-programmer-trainee,Dheehire Consultancy Services,https://angel.co/company/dheehire-consultancy-service,"Full Time · Bengaluru · HTML/CSS/Javascript · Template design
·



Posted
15 days
ago",,₹1.8L – ₹2.6L · No equity
Business Development Manager(Market Research),https://angel.co/company/dheehire-consultancy-services/jobs/640841-business-development-manager-market-research,Dheehire Consultancy Services,https://angel.co/company/dheehire-consultancy-service,"Full Time · Remote possible · Bengaluru · Business Development; Sales; Project Management; Client Relationship Building
·



Posted
16 days
ago",,₹2L – ₹7L · No equity
Sales Executive-Home automation,https://angel.co/company/dheehire-consultancy-services/jobs/640824-sales-executive-home-automation,Dheehire Consultancy Services,https://angel.co/company/dheehire-consultancy-service,"Full Time · Bengaluru · Business Development · Sales Marketing and Business Development
·



Posted
16 days
ago",,₹2.4L – ₹3L · No equity
Operations Manager - Germany (native / fluent German required),https://angel.co/company/keynest/jobs/641696-operations-manager-germany-native-fluent-german-required,KeyNest - Smart Key Exchange,https://angel.co/company/keynest,"Full Time · London · Operations Manager · Customer Service · Business Operations · Highly Organized · Communication Skills
·



Posted
15 days
ago",,£20k – £50k · 0.0% – 0.1%
Country Manager - Germany (native / fluent German required),https://angel.co/company/keynest/jobs/640913-country-manager-germany-native-fluent-german-required,KeyNest - Smart Key Exchange,https://angel.co/company/keynest,"Full Time · London · Berlin · Sales Manager · Sales · Leadership · Operations Management · Customer Relationship Management · Client Relations · Account Management · German Language · English language
·



Posted
16 days
ago",,£28k – £45k · 0.0% – 0.1%
Country Manager - Italy,https://angel.co/company/keynest/jobs/612873-country-manager-italy,KeyNest - Smart Key Exchange,https://angel.co/company/keynest,"Full Time · London · Rome · Milan · Account Manager · Leadership · Operations Management · Customer Relationship Management · Client Relations · Account Management · English language · Italian language
·



Posted
2 months
ago",,£28k – £45k · 0.0% – 0.1%
Software Developer / Python Developer,https://angel.co/company/thehokoapp/jobs/641688-software-developer-python-developer,HOKO,https://angel.co/company/thehokoapp,"Full Time · Bengaluru · Python · SQL · Django · Web Scraping · Web Crawling
·



Posted
15 days
ago",,₹4L – ₹6L · No equity
Sales Executive,https://angel.co/company/thehokoapp/jobs/641685-sales-executive,HOKO,https://angel.co/company/thehokoapp,"Full Time · Bengaluru · Sales · MS Office · Sales and Marketing · Excellent Communication Skills · English language · Hindi Language · Kannada Language
·



Posted
15 days
ago",,₹2.5L – ₹4L · No equity
Software Engineer (Android),https://angel.co/company/thehokoapp/jobs/641677-software-engineer-android,HOKO,https://angel.co/company/thehokoapp,"Full Time · Bengaluru · JSON · Google Maps API · Landscape Architecture · Android SDK · Third-party libraries and APIs · RESTful API · Knowledge of Android UI design principles
·



Posted
15 days
ago",,₹3L – ₹5L · No equity
Backend Engineer,https://angel.co/company/lisbon-tech-guide/jobs/641682-backend-engineer,Lisbon Tech Guide,https://angel.co/company/lisbon-tech-guide,"Full Time · Remote possible · London · Lisbon · Javascript · MongoDB · Node.js · BDD/TDD · TDD · REST · TypeScript · Nest.Js
·



Posted
15 days
ago",,€35k – €60k · No equity
Business Development Representative,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/641675-business-development-representative,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London
·



Posted
15 days
ago",,£25k – £25k · No equity
Business Development Executive,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/634265-business-development-executive,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · Brighton
·



Posted
28 days
ago",,£24k – £24k · No equity
Business Development Executive,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/634259-business-development-executive,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · Brighton
·



Posted
28 days
ago",,£24k – £24k · No equity
Business Development Executive,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/634232-business-development-executive,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · Brighton
·



Posted
28 days
ago",,£24k – £24k · No equity
Sales Development Representative,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/632613-sales-development-representative,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales Development
·



Posted
about 1 month
ago",,£35k – £35k · No equity
Business Development Representative,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/629681-business-development-representative,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Business Development
·



Posted
about 1 month
ago",,£27k – £27k · No equity
Sales Development Representative,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/629677-sales-development-representative,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales Development
·



Posted
about 1 month
ago",,£27k – £27k · No equity
Sales Development Representative,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/629673-sales-development-representative,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales Development
·



Posted
about 1 month
ago",,£27k – £27k · No equity
Sales Development Representative,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/627991-sales-development-representative,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales Development
·



Posted
about 1 month
ago",,£27k – £27k · No equity
Junior Account Manager,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/623530-junior-account-manager,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Account Manager
·



Posted
about 1 month
ago",,£25k – £25k · No equity
Sales Development Representative,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/618904-sales-development-representative,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales Development
·



Posted
about 2 months
ago",,£30k – £30k · No equity
Sales Development Representative,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/618621-sales-development-representative,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales Development
·



Posted
about 2 months
ago",,£27k – £28k · No equity
Business Development Representative,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/618503-business-development-representative,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · Hertfordshire · Business Development
·



Posted
about 2 months
ago",,£24k – £24k · No equity
Commercial Development Graduate,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/617695-commercial-development-graduate,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales
·



Posted
about 2 months
ago",,£25k – £30k · No equity
Business Development Manager,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/616126-business-development-manager,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Business Development
·



Posted
about 2 months
ago",,£25k – £25k · No equity
Sales Development Representative,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/615447-sales-development-representative,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales Development
·



Posted
about 2 months
ago",,£28k – £28k · No equity
Graduate Sales Executive,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/611257-graduate-sales-executive,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales
·



Posted
2 months
ago",,£32k – £32k · No equity
Sales Development Representative x 2,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/607468-sales-development-representative-x-2,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales Development
·



Posted
2 months
ago",,£25k – £30k · No equity
Partnership Development Manager,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/604587-partnership-development-manager,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Business Development
·



Posted
3 months
ago",,£30k – £30k · No equity
Sales Development Representative,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/600701-sales-development-representative,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales Development
·



Posted
3 months
ago",,£30k – £30k · No equity
Sales Development Representative,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/595333-sales-development-representative,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales Development
·



Posted
3 months
ago",,£25k – £25k · No equity
Internal Account Manager,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/595325-internal-account-manager,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Account Manager
·



Posted
3 months
ago",,£23k – £24k · No equity
Sales Development Representative,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/595324-sales-development-representative,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales Development
·



Posted
3 months
ago",,£25k – £25k · No equity
Customer Success Manager,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/595302-customer-success-manager,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales
·



Posted
3 months
ago",,£35k – £45k · No equity
Sales Development Representative,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/594764-sales-development-representative,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales Development
·



Posted
3 months
ago",,£30k – £35k · No equity
Sales Development Representative,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/594749-sales-development-representative,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales Development
·



Posted
3 months
ago",,£28k – £28k · No equity
Enterprise Sales Development Representative,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/586256-enterprise-sales-development-representative,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales Development
·



Posted
4 months
ago",,£25k – £25k · No equity
Sales Development Representative,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/580010-sales-development-representative,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales Development
·



Posted
4 months
ago",,£35k – £35k · No equity
Sales Development Representative,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/580002-sales-development-representative,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales Development
·



Posted
4 months
ago",,£28k – £28k · No equity
Customer Success Manager,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/575136-customer-success-manager,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales
·



Posted
4 months
ago",,£45k – £45k · No equity
Business Development Representative - French Speaking,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/572730-business-development-representative-french-speaking,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Business Development
·



Posted
4 months
ago",,£25k – £25k · No equity
Business Development Representative - Belgian Speaking,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/572729-business-development-representative-belgian-speaking,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Business Development
·



Posted
4 months
ago",,£25k – £25k · No equity
Business Development Representative - Dutch Speaking,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/572724-business-development-representative-dutch-speaking,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Business Development
·



Posted
4 months
ago",,£25k – £25k · No equity
Business Development Representative,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/572723-business-development-representative,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Business Development
·



Posted
4 months
ago",,£25k – £25k · No equity
Business Development Associate,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/572711-business-development-associate,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Business Development
·



Posted
4 months
ago",,£26k – £26k · No equity
Account Executive Norwegian Speaking,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/568836-account-executive-norwegian-speaking,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Account Executive
·



Posted
5 months
ago",,£27k – £28k · No equity
Account Executive Finnish Speaking,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/568834-account-executive-finnish-speaking,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Account Executive
·



Posted
5 months
ago",,£27k – £28k · No equity
Account Executive Italian Speaking,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/568832-account-executive-italian-speaking,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Account Executive
·



Posted
5 months
ago",,£27k – £28k · No equity
Account Executive,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/568830-account-executive,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Account Executive
·



Posted
5 months
ago",,£27k – £28k · No equity
Inside Sales,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/565498-inside-sales,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales
·



Posted
5 months
ago",,£24k – £31k · No equity
Sales Development Representative,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/565403-sales-development-representative,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales
·



Posted
5 months
ago",,£25k – £25k · No equity
Sales Development Representative,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/565377-sales-development-representative,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales
·



Posted
5 months
ago",,£25k – £25k · No equity
Sales Development Representative,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/557408-sales-development-representative,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales
·



Posted
5 months
ago",,£25k – £25k · No equity
Sales Development Representative,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/557394-sales-development-representative,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales
·



Posted
5 months
ago",,£25k – £25k · No equity
Sales Development Representative,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/554460-sales-development-representative,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales
·



Posted
5 months
ago",,£27k – £27k · No equity
Sales Development Representative,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/549316-sales-development-representative,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales
·



Posted
6 months
ago",,£27k – £27k · No equity
Sales Executive,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/549302-sales-executive,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales
·



Posted
6 months
ago",,£25k – £25k · No equity
Sales Development Representative,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/548391-sales-development-representative,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales
·



Posted
6 months
ago",,£30k – £30k · No equity
Business Development Representative,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/548360-business-development-representative,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales
·



Posted
6 months
ago",,£26k – £27k · No equity
Sales Development Representative x 2,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/546212-sales-development-representative-x-2,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales
·



Posted
6 months
ago",,£30k – £30k · No equity
Sales Development Representative,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/544472-sales-development-representative,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales
·



Posted
6 months
ago",,£30k – £30k · No equity
Sales Development Representative,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/543770-sales-development-representative,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales
·



Posted
6 months
ago",,£28k – £28k · No equity
Business Development Executive,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/537613-business-development-executive,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales
·



Posted
7 months
ago",,£28k – £28k · No equity
Sales Development Representative,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/537478-sales-development-representative,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales
·



Posted
7 months
ago",,£27k – £27k · No equity
Senior Account Executive,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/535266-senior-account-executive,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales
·



Posted
7 months
ago",,£55k – £55k · No equity
Business Development Representative,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/535247-business-development-representative,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales
·



Posted
7 months
ago",,£24k – £24k · No equity
Account Executive,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/534445-account-executive,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales · SaaS
·



Posted
7 months
ago",,£45k – £45k · No equity
Inside Sales,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/534443-inside-sales,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales
·



Posted
7 months
ago",,£27k – £27k · No equity
Customer Success Manager,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/529843-customer-success-manager,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales
·



Posted
7 months
ago",,£50k – £50k · No equity
Business Development Representative,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/527599-business-development-representative,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales
·



Posted
7 months
ago",,£35k – £35k · No equity
Territory Development Representative,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/527580-territory-development-representative,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales
·



Posted
7 months
ago",,£25k – £25k · No equity
Business Development Associate,https://angel.co/company/venatrix-capturing-graduate-sales-talent/jobs/524485-business-development-associate,Venatrix - Capturing Graduate Sales Talent,https://angel.co/company/venatrix-capturing-graduate-sales-talent,"Full Time · London · Sales
·



Posted
7 months
ago",,£28k – £35k · No equity
HR Generalist,https://angel.co/company/storyxpress/jobs/641672-hr-generalist,StoryXpress,https://angel.co/company/storyxpre,"Full Time · Gurgaon · H.R. · Recruiter · Recruiting · Human Resources · Payroll · HR Policies and Procedures · Statutory Compliance
·



Posted
15 days
ago",,₹3L – ₹4.5L · No equity
Inbound Marketing Manager,https://angel.co/company/storyxpress/jobs/630692-inbound-marketing-manager,StoryXpress,https://angel.co/company/storyxpre,"Full Time · Gurgaon · Marketing Manager · Inbound Marketing · Marketing Automation · Analytical skills · Mailchimp · SEO and Website Analytics · Inbound Marketing (Hubspot Certified) · marketing compain specialist
·



Posted
about 1 month
ago",,₹4L – ₹7L · No equity
UI/UX Designer,https://angel.co/company/storyxpress/jobs/622389-ui-ux-designer,StoryXpress,https://angel.co/company/storyxpre,"Full Time · Gurgaon · UI/UX Designer · Graphic Design · UI/UX Design · Typography · Color, typography, layout, icons and visual hierarchy · Graphical User Interface
·



Posted
about 2 months
ago",,₹4L – ₹6.5L · No equity
