Job Title,Company,Location,Job Link,Employment Type,Compensation,Date Posted
Business Intelligence Developer,Emerge,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2311917/business-intelligence-developer-in-johannesburg-gauteng-at-emerge,Permanent Intermediate position,"R600,000 - R650,000 pa basic salary",12/09/2019
Web Developer,PI-Squared,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2337502/web-developer-in-cape-town-cbd-western-cape-at-pi-squared,Permanent Junior position,"R23,000 - R30,000 pm cost to company",14/10/2019
Data Engineer,QES,"Bellville, Western Cape",https://www.careerjunction.co.za/jobs/view/2331384/data-engineer-in-bellville-western-cape-at-qes,Contract Intermediate position,Undisclosed basic salary,15/10/2019
Electronic Systems Configuration Engineer,Boikago Group (Pty) Ltd,"Pretoria, Gauteng",https://www.careerjunction.co.za/jobs/view/2337823/electronic-systems-configuration-engineer-in-pretoria-gauteng,Contract Specialist position,"R500,000 - R650,000 pa cost to company",14/10/2019
Systems Security Engineer,Mediro Application Consulting,"Rosslyn, Gauteng",https://www.careerjunction.co.za/jobs/view/2337559/systems-security-engineer-in-rosslyn-gauteng,Contract Intermediate position,Undisclosed basic salary,11/10/2019
Software Implementer,Tier 1 Consultants,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2328128/software-implementer-in-johannesburg-gauteng,Permanent Intermediate position,Undisclosed cost to company,10/10/2019
Java Software Developer,Geotech Recruitment Pretoria,"Bryanston, Gauteng",https://www.careerjunction.co.za/jobs/view/2337099/java-software-developer-in-bryanston-gauteng-at-geotech-recruitment-pretoria,Permanent Intermediate position,"R75,000 - R75,000 pm cost to company",09/10/2019
Systems Analyst Designer II SAS Data Warehouse Developer,eSmart Recruitment,"Sandown, Gauteng",https://www.careerjunction.co.za/jobs/view/2337088/systems-analyst-designer-ii-sas-data-warehouse-developer-in-sandown-gauteng,Permanent Intermediate position,Undisclosed cost to company,09/10/2019
Compensation & Benefit Specialist,Drake International,"Durban, KwaZulu-Natal",https://www.careerjunction.co.za/jobs/view/2336648/compensation-benefit-specialist-in-durban-kwazulu-natal-at-drake-international,Temporary Intermediate position,Market Related cost to company Neg,08/10/2019
Business Analyst Finance,Recru-it,"CPT - Northern Suburbs, Western Cape",https://www.careerjunction.co.za/jobs/view/2336567/business-analyst-finance-in-cpt-northern-suburbs-western-cape,Permanent Intermediate position,Market Related commission only,08/10/2019
Business Analyst Finance,Recru-it,"CPT - Northern Suburbs, Western Cape",https://www.careerjunction.co.za/jobs/view/2336555/business-analyst-finance-in-cpt-northern-suburbs-western-cape,Permanent Intermediate position,Market Related cost to company Neg,08/10/2019
Intermediate Software Developer .NET & Xamarin.Android,Outsourcing Top Talent,"Sandton, Gauteng",https://www.careerjunction.co.za/jobs/view/2336358/intermediate-software-developer-.net-xamarin.android-in-sandton-gauteng,Permanent Intermediate position,"R25,000 - R32,000 pm cost to company incl benefits",07/10/2019
Business Intelligence Team Leader,Green Marble Recruitment Consultants,"JHB - Northern Suburbs, Gauteng",https://www.careerjunction.co.za/jobs/view/2336345/business-intelligence-team-leader-in-jhb-northern-suburbs-gauteng,Permanent Senior position,Market Related basic salary,07/10/2019
Business Intelligence Developer,Star Personnel Recruitment (Pty) Ltd,"Cape Town Region, Western Cape",https://www.careerjunction.co.za/jobs/view/2329564/business-intelligence-developer-in-cape-town-region-western-cape,Permanent Specialist position,Undisclosed cost to company incl benefits,05/10/2019
Business Analyst,TMM Human Resources (TMM HR),"East London, Eastern Cape",https://www.careerjunction.co.za/jobs/view/2336161/business-analyst-in-east-london-eastern-cape,Permanent Specialist position,Undisclosed cost to company,04/10/2019
SAP ABAP Developer SAP Authorisations Essential,Tipp Focus,"Midrand, Gauteng",https://www.careerjunction.co.za/jobs/view/2336087/sap-abap-developer-sap-authorisations-essential-in-midrand-gauteng-at-tipp-focus,Permanent Senior EE position,Market Related cost to company Neg,04/10/2019
Systems Analyst,Ntice Search,"Cape Town, Western Cape",https://www.careerjunction.co.za/jobs/view/2336012/systems-analyst-in-cape-town-western-cape-at-ntice-search,Permanent Intermediate position,Market Related cost to company,04/10/2019
Business Analyst,Abantu Staffing Solutions,"East London, Eastern Cape",https://www.careerjunction.co.za/jobs/view/2335984/business-analyst-in-east-london-eastern-cape-at-abantu-staffing-solutions,Permanent Intermediate position,Market Related cost to company Neg,04/10/2019
React.Js Front-End Web Developer,Carlysle Human Capital,"Centurion, Gauteng",https://www.careerjunction.co.za/jobs/view/2335566/react.js-front-end-web-developer-in-centurion-gauteng,Permanent Intermediate position,Market Related cost to company,02/10/2019
BI Consultant Qlikview,101 Careers,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2335430/bi-consultant-qlikview-in-cape-town-cbd-western-cape,Permanent Intermediate position,Undisclosed basic salary plus benefits,02/10/2019
Software Developer Role Neg + Bonus,e-Merge IT Recruitment,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2329072/software-developer-role-neg-%2B-bonus-in-johannesburg-gauteng,Permanent Senior position,Undisclosed cost to company,02/10/2019
Backend C# Developer,Career Minded,"Randburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2335327/backend-c%23-developer-in-randburg-gauteng,Permanent Intermediate position,"R45,000 - R55,000 pm cost to company",01/10/2019
Senior Full Stack Developer,Fourier Recruitment,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2334986/senior-full-stack-developer-in-johannesburg-gauteng-at-fourier-recruitment,Permanent Senior position,"R60,000 - R90,000 pm cost to company",30/09/2019
Sharepoint Developer,Jobnet Recruitment,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2335400/sharepoint-developer-in-johannesburg-gauteng-at-jobnet-recruitment,Permanent Senior EE position,Pa basic salary plus benefits Neg,30/09/2019
Intermediate Java Developer,Network IT Bruma,"Johannesburg Central, Gauteng",https://www.careerjunction.co.za/jobs/view/2320293/intermediate-java-developer-in-johannesburg-central-gauteng,Permanent Senior position,"R400,000 - R500,000 pa cost to company",27/09/2019
Senior Data Scientist Permanent,Emerge,"Durban, KwaZulu-Natal",https://www.careerjunction.co.za/jobs/view/2334584/senior-data-scientist-permanent-in-durban-kwazulu-natal-at-emerge,Permanent Senior position,"R1,000,000 - R1,200,000 pa cost to company",27/09/2019
Senior Software Developer,Geotech Recruitment Johannesburg,"Roodepoort, Gauteng",https://www.careerjunction.co.za/jobs/view/2334420/senior-software-developer-in-roodepoort-gauteng-at-geotech-recruitment-johannesburg,Permanent Intermediate position,Market Related cost to company incl benefits,26/09/2019
Java Developer,Emerge,"Pretoria CBD, Gauteng",https://www.careerjunction.co.za/jobs/view/2334399/java-developer-in-pretoria-cbd-gauteng-at-emerge,Permanent Senior position,"R1,000,000 - R1,200,000 pa cost to company",26/09/2019
C# Developer Braamfontein,OutsideCapital,"Braamfontein, Gauteng",https://www.careerjunction.co.za/jobs/view/2334325/c%23-developer-braamfontein-in-braamfontein-gauteng,Permanent Specialist position,Undisclosed cost to company,25/09/2019
Software Developer,Emerge,"Umhlanga, KwaZulu-Natal",https://www.careerjunction.co.za/jobs/view/2327606/software-developer-in-umhlanga-kwazulu-natal-at-emerge,Permanent Senior position,"R300,000 - R480,000 pa cost to company",25/09/2019
Java Developer,Edge Executive Search,"JHB - Central, Gauteng",https://www.careerjunction.co.za/jobs/view/2274631/java-developer-in-jhb-central-gauteng,Contract Intermediate position,Market Related cost to company,25/09/2019
Intermediate to Senior C# Software Developer,Fourier Recruitment,"Glenhazel, Gauteng",https://www.careerjunction.co.za/jobs/view/2334079/intermediate-to-senior-c%23-software-developer-in-glenhazel-gauteng-at-fourier-recruitment,Permanent Senior position,"R50,000 - R60,000 pm cost to company",24/09/2019
C# .NET Developer,Nigel Frank International,"Pretoria, Gauteng",https://www.careerjunction.co.za/jobs/view/2334056/c%23-.net-developer-in-pretoria-gauteng-at-nigel-frank-international,Permanent Senior position,"R50,000 - R80,000 pm cost to company",24/09/2019
C#.NET Angular JS Developer Mid Senior,Fourier Recruitment,"Midrand, Gauteng",https://www.careerjunction.co.za/jobs/view/2333850/c%23.net-angular-js-developer-mid-senior-in-midrand-gauteng-at-fourier-recruitment,Permanent Intermediate position,"R480,000 - R780,000 pa cost to company",21/09/2019
Java Developer,Psybergate Pty Ltd,"Centurion, Gauteng",https://www.careerjunction.co.za/jobs/view/2333475/java-developer-in-centurion-gauteng,Permanent Intermediate position,Undisclosed cost to company,19/09/2019
QA Automation Engineer,MIT Recruitment,"Durbanville, Western Cape",https://www.careerjunction.co.za/jobs/view/2332941/qa-automation-engineer-in-durbanville-western-cape,Permanent Senior position,Undisclosed cost to company,17/09/2019
Information Systems Specialist,EQPlus,"East London, Eastern Cape",https://www.careerjunction.co.za/jobs/view/2332885/information-systems-specialist-in-east-london-eastern-cape,Permanent Intermediate position,Undisclosed basic salary,17/09/2019
Solutions Architect Java,Nigel Frank International,"Centurion, Gauteng",https://www.careerjunction.co.za/jobs/view/2332801/solutions-architect-java-in-centurion-gauteng-at-nigel-frank-international,Permanent Senior position,Market Related basic salary plus commission and benefits Neg,16/09/2019
Data Engineer,Sabenza IT,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2332077/data-engineer-in-cape-town-cbd-western-cape-at-sabenza-it,Permanent Intermediate position,"R40,000 - R45,000 pm basic salary",12/09/2019
C# .NET Developer Intermediate,e-Merge IT Recruitment,"Midrand, Gauteng",https://www.careerjunction.co.za/jobs/view/2310906/c%23-.net-developer-intermediate-in-midrand-gauteng,Contract Intermediate position,R400 - R500 ph cost to company,12/09/2019
Business Intelligence Team Leader,MIBCO,"Randburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2336249/business-intelligence-team-leader-in-randburg-gauteng-at-mibco,Permanent Intermediate EE position,Market Related salary,07/10/2019
PHP Developer,Skill Hunters,"Sunninghill, Gauteng",https://www.careerjunction.co.za/jobs/view/2338140/php-developer-in-sunninghill-gauteng-at-skill-hunters,Permanent Senior position,"R50,000 - R65,000 pm cost to company",15/10/2019
Technical Assistant,Professional Recruitment Network,"Paarden Eiland, Western Cape",https://www.careerjunction.co.za/jobs/view/2338049/technical-assistant-in-paarden-eiland-western-cape,Permanent Intermediate position,"R18,000 pm cost to company",15/10/2019
Business Analyst UX Experience,Fourier Recruitment,"Bryanston / Centurion, Gauteng",https://www.careerjunction.co.za/jobs/view/2337576/business-analyst-ux-experience-in-bryanston-centurion-gauteng-at-fourier-recruitment,Permanent Intermediate position,"R40,000 - R50,000 pm cost to company",11/10/2019
Developer,EQPlus,"Northcliff, Gauteng",https://www.careerjunction.co.za/jobs/view/2337486/developer-in-northcliff-gauteng,Permanent Senior position,Undisclosed basic salary,11/10/2019
PHP Developer,BASHR Consulting,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2337417/php-developer-in-johannesburg-gauteng-at-bashr-consulting,Contract Intermediate position,"R360,000 - R420,000 pa basic salary",11/10/2019
Developer PHP Java,iOCO,"JHB - Northern Suburbs, Gauteng",https://www.careerjunction.co.za/jobs/view/2336232/developer-php-java-in-jhb-northern-suburbs-gauteng,Permanent Intermediate position,Market Related commission only,07/10/2019
Software Developer,Abantu Staffing Solutions,"East London, Eastern Cape",https://www.careerjunction.co.za/jobs/view/2336133/software-developer-in-east-london-eastern-cape-at-abantu-staffing-solutions,Permanent Intermediate position,Market Related basic salary Neg,04/10/2019
Software Quality Analyst,Recru-it,"CPT - Northern Suburbs, Western Cape",https://www.careerjunction.co.za/jobs/view/2335905/software-quality-analyst-in-cpt-northern-suburbs-western-cape,Permanent Intermediate position,Market Related basic salary Neg,04/10/2019
Junior C# Developer,Datafin Recruitment,"Westlake, Western Cape",https://www.careerjunction.co.za/jobs/view/2335834/junior-c%23-developer-in-westlake-western-cape-at-datafin-recruitment,Permanent Intermediate position,"R20,000 - R20,000 pm basic salary",03/10/2019
Intermediate Java Developer,Recru-it,"Centurion, Gauteng",https://www.careerjunction.co.za/jobs/view/2335759/intermediate-java-developer-in-centurion-gauteng,Permanent Intermediate position,Market Related cost to company Neg,03/10/2019
C# .NET Software Developer Senior,e-Merge IT Recruitment,"Centurion, Gauteng",https://www.careerjunction.co.za/jobs/view/2329103/c%23-.net-software-developer-senior-in-centurion-gauteng,Permanent Senior position,"R70,000 - R100,000 pm cost to company",03/10/2019
C# Full Stack Developer Iot Devops,Tipp Focus,"Midrand, Gauteng",https://www.careerjunction.co.za/jobs/view/2335607/c%23-full-stack-developer-iot-devops-in-midrand-gauteng-at-tipp-focus,Permanent Senior EE position,Market Related cost to company Neg,02/10/2019
Senior Analyst Development Support,Network IT Bruma,"Centurion, Gauteng",https://www.careerjunction.co.za/jobs/view/2335494/senior-analyst-development-support-in-centurion-gauteng,Permanent Senior position,"R400,000 - R444,000 pa cost to company",02/10/2019
BI Consultant Qlikview,101 Careers,"Umhlanga, KwaZulu-Natal",https://www.careerjunction.co.za/jobs/view/2335432/bi-consultant-qlikview-in-umhlanga-kwazulu-natal,Permanent Intermediate position,Undisclosed basic salary plus benefits,02/10/2019
Devops Engineer,Mediro Application Consulting,"Midrand, Gauteng",https://www.careerjunction.co.za/jobs/view/2335422/devops-engineer-in-midrand-gauteng,Contract Intermediate position,Undisclosed basic salary,02/10/2019
Devops Engineer,Network IT Bruma,"Johannesburg North, Gauteng",https://www.careerjunction.co.za/jobs/view/2334728/devops-engineer-in-johannesburg-north-gauteng,Permanent Senior position,"R70,000 - R80,000 pm cost to company",27/09/2019
Intermediate Microsoft Server Engineer,Emerge,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2334421/intermediate-microsoft-server-engineer-in-cape-town-cbd-western-cape-at-emerge,Permanent Junior position,"R650,000 - R680,000 pa cost to company",26/09/2019
Intermediate Microsoft Server Engineer,Emerge,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2334419/intermediate-microsoft-server-engineer-in-cape-town-cbd-western-cape-at-emerge,Permanent Junior position,"R600,000 - R650,000 pa cost to company",26/09/2019
Data Engineer,F & G Sourcing Specialist,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2334393/data-engineer-in-cape-town-cbd-western-cape,Permanent Intermediate position,"R360,000 - R620,000 pa cost to company",26/09/2019
Frontend Developer Angular Senior,e-Merge IT Recruitment,"Midrand, Gauteng",https://www.careerjunction.co.za/jobs/view/2319386/frontend-developer-angular-senior-in-midrand-gauteng,Permanent Senior position,"R1,195,000 - R1,200,000 pa cost to company",18/09/2019
Data Scientist Intermediate,e-Merge IT Recruitment,"Cape Town International Airport, Western Cape",https://www.careerjunction.co.za/jobs/view/2319229/data-scientist-intermediate-in-cape-town-international-airport-western-cape,Permanent Intermediate position,"R650,000 - R750,000 pa cost to company",17/09/2019
Full Stack Developer,101 Careers,"Kloof, KwaZulu-Natal",https://www.careerjunction.co.za/jobs/view/2332895/full-stack-developer-in-kloof-kwazulu-natal,Permanent Intermediate position,Undisclosed basic salary plus benefits,17/09/2019
Linux Specialist,DCV Sabenza IT,"Rosslyn, Gauteng",https://www.careerjunction.co.za/jobs/view/2332867/linux-specialist-in-rosslyn-gauteng-at-dcv-sabenza-it,Contract Intermediate position,R450 - R600 ph basic salary,17/09/2019
Remote C# Developer,Network IT Bruma,"Johannesburg North, Gauteng",https://www.careerjunction.co.za/jobs/view/2332736/remote-c%23-developer-in-johannesburg-north-gauteng,Permanent Senior position,"R500,000 - R900,000 pa cost to company",16/09/2019
Linux Engineer Permanent,Psybergate Pty Ltd,"Bellville, Western Cape",https://www.careerjunction.co.za/jobs/view/2332411/linux-engineer-permanent-in-bellville-western-cape,Permanent Senior position,Undisclosed cost to company,13/09/2019
Software Engineer Largest E-Commerce Retailer,e-Merge IT Recruitment,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2325265/software-engineer-largest-e-commerce-retailer-in-johannesburg-gauteng,Permanent Senior position,"R650,000 - R700,000 pa cost to company",12/09/2019
Junior Software Developer,e-Merge IT Recruitment,"Sasolburg, Free State",https://www.careerjunction.co.za/jobs/view/2311423/junior-software-developer-in-sasolburg-free-state,Permanent Junior position,Undisclosed cost to company,12/09/2019
Front End Developer,Nigel Frank International,"Randburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2338233/front-end-developer-in-randburg-gauteng-at-nigel-frank-international,Permanent Intermediate position,"R20,000 - R55,000 pm basic salary plus benefits Neg",15/10/2019
L Business Analyst,GoldenRule,"Not specified, Gauteng",https://www.careerjunction.co.za/jobs/view/2337515/l-business-analyst-in-not-specified-gauteng-at-goldenrule,Permanent Intermediate position,Market Related cost to company Neg,10/10/2019
Senior POS Project Manager,Kwena Human Capital,"Cape Town Region, Western Cape",https://www.careerjunction.co.za/jobs/view/2337229/senior-pos-project-manager-in-cape-town-region-western-cape,Contract Senior EE position,Undisclosed cost to company,10/10/2019
SAP ABAP Developer,Mediro Application Consulting,"Menlyn, Gauteng",https://www.careerjunction.co.za/jobs/view/2337193/sap-abap-developer-in-menlyn-gauteng,Contract Senior position,Undisclosed cost to company incl benefits,10/10/2019
Data Support Engineer,Mediro Application Consulting,"La Lucia, KwaZulu-Natal",https://www.careerjunction.co.za/jobs/view/2337117/data-support-engineer-in-la-lucia-kwazulu-natal,Permanent Senior position,Undisclosed cost to company,09/10/2019
Java Software Developer,Geotech,"Bryanston, Gauteng",https://www.careerjunction.co.za/jobs/view/2337082/java-software-developer-in-bryanston-gauteng,Permanent Intermediate position,"R75,000 pm cost to company incl benefits",09/10/2019
BI Developer,Mediro Application Consulting,"Menlyn, Gauteng",https://www.careerjunction.co.za/jobs/view/2336517/bi-developer-in-menlyn-gauteng,Permanent Senior position,Undisclosed cost to company,08/10/2019
Front-End Developer,T-Zone,"Observatory, Western Cape",https://www.careerjunction.co.za/jobs/view/2336488/front-end-developer-in-observatory-western-cape,Permanent Intermediate position,"R35,000 - R45,000 pm basic salary plus benefits",07/10/2019
Back End C# Developer,Nigel Frank International,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2336184/back-end-c%23-developer-in-johannesburg-gauteng-at-nigel-frank-international,Permanent Senior position,"R50,000 - R70,000 pm cost to company",05/10/2019
Systems Developer,Professional Sourcing,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2335991/systems-developer-in-johannesburg-gauteng,Permanent Intermediate position,Undisclosed cost to company,04/10/2019
Systems Analyst,BASHR Consulting,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2335969/systems-analyst-in-johannesburg-gauteng-at-bashr-consulting,Permanent Intermediate position,"R420,000 - R480,000 pa basic salary",04/10/2019
Business Analyst,MPC,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2335914/business-analyst-in-cape-town-cbd-western-cape-at-mpc,Contract Intermediate EE position,"R37,000 - R38,000 pm basic salary plus benefits",04/10/2019
ERP System Specialist,MPC Recruitment,"Durban, KwaZulu-Natal",https://www.careerjunction.co.za/jobs/view/2335756/erp-system-specialist-in-durban-kwazulu-natal,Permanent Specialist position,Undisclosed cost to company,03/10/2019
Senior C# Developer,e-Merge IT Recruitment,"Roodepoort, Gauteng",https://www.careerjunction.co.za/jobs/view/2335463/senior-c%23-developer-in-roodepoort-gauteng,Permanent Senior position,"R900,000 - R1,000,000 pa cost to company",02/10/2019
SAP ABAP Developer,Mediro Application Consulting,"Rosslyn, Gauteng",https://www.careerjunction.co.za/jobs/view/2335394/sap-abap-developer-in-rosslyn-gauteng,Contract Intermediate position,Undisclosed basic salary,02/10/2019
Senior BI Specialist,e-Merge IT Recruitment,"Parktown, Gauteng",https://www.careerjunction.co.za/jobs/view/2329048/senior-bi-specialist-in-parktown-gauteng,Permanent Senior position,"R800,000 - R900,000 pa cost to company",02/10/2019
Java Security System Analyst Senior,e-Merge IT Recruitment,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2321934/java-security-system-analyst-senior-in-johannesburg-gauteng,Permanent Senior EE position,"R1,000,000 - R1,100,000 pa cost to company",01/10/2019
Data Engineer,Talenttac,"Bellville, Western Cape",https://www.careerjunction.co.za/jobs/view/2335178/data-engineer-in-bellville-western-cape,Permanent Intermediate position,"R300,000 - R620,000 pa cost to company",01/10/2019
Full Stack Developer &#X2013 Python and Java,Tipp Focus,"Midrand, Gauteng",https://www.careerjunction.co.za/jobs/view/2334236/full-stack-developer-%23x2013-python-and-java-in-midrand-gauteng-at-tipp-focus,Permanent Senior EE position,Market Related cost to company Neg,25/09/2019
Junior Software Developer,e-Merge IT Recruitment,"Sasolburg, Free State",https://www.careerjunction.co.za/jobs/view/2311423/junior-software-developer-in-sasolburg-free-state,Permanent Junior position,Undisclosed cost to company,12/09/2019
Front End Developer,Nigel Frank International,"Randburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2338233/front-end-developer-in-randburg-gauteng-at-nigel-frank-international,Permanent Intermediate position,"R20,000 - R55,000 pm basic salary plus benefits Neg",15/10/2019
L Business Analyst,GoldenRule,"Not specified, Gauteng",https://www.careerjunction.co.za/jobs/view/2337515/l-business-analyst-in-not-specified-gauteng-at-goldenrule,Permanent Intermediate position,Market Related cost to company Neg,10/10/2019
Senior POS Project Manager,Kwena Human Capital,"Cape Town Region, Western Cape",https://www.careerjunction.co.za/jobs/view/2337229/senior-pos-project-manager-in-cape-town-region-western-cape,Contract Senior EE position,Undisclosed cost to company,10/10/2019
SAP ABAP Developer,Mediro Application Consulting,"Menlyn, Gauteng",https://www.careerjunction.co.za/jobs/view/2337193/sap-abap-developer-in-menlyn-gauteng,Contract Senior position,Undisclosed cost to company incl benefits,10/10/2019
Data Support Engineer,Mediro Application Consulting,"La Lucia, KwaZulu-Natal",https://www.careerjunction.co.za/jobs/view/2337117/data-support-engineer-in-la-lucia-kwazulu-natal,Permanent Senior position,Undisclosed cost to company,09/10/2019
Java Software Developer,Geotech,"Bryanston, Gauteng",https://www.careerjunction.co.za/jobs/view/2337082/java-software-developer-in-bryanston-gauteng,Permanent Intermediate position,"R75,000 pm cost to company incl benefits",09/10/2019
BI Developer,Mediro Application Consulting,"Menlyn, Gauteng",https://www.careerjunction.co.za/jobs/view/2336517/bi-developer-in-menlyn-gauteng,Permanent Senior position,Undisclosed cost to company,08/10/2019
Front-End Developer,T-Zone,"Observatory, Western Cape",https://www.careerjunction.co.za/jobs/view/2336488/front-end-developer-in-observatory-western-cape,Permanent Intermediate position,"R35,000 - R45,000 pm basic salary plus benefits",07/10/2019
Back End C# Developer,Nigel Frank International,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2336184/back-end-c%23-developer-in-johannesburg-gauteng-at-nigel-frank-international,Permanent Senior position,"R50,000 - R70,000 pm cost to company",05/10/2019
Systems Developer,Professional Sourcing,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2335991/systems-developer-in-johannesburg-gauteng,Permanent Intermediate position,Undisclosed cost to company,04/10/2019
Systems Analyst,BASHR Consulting,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2335969/systems-analyst-in-johannesburg-gauteng-at-bashr-consulting,Permanent Intermediate position,"R420,000 - R480,000 pa basic salary",04/10/2019
Business Analyst,MPC,"Cape Town CBD, Western Cape",https://www.careerjunction.co.za/jobs/view/2335914/business-analyst-in-cape-town-cbd-western-cape-at-mpc,Contract Intermediate EE position,"R37,000 - R38,000 pm basic salary plus benefits",04/10/2019
ERP System Specialist,MPC Recruitment,"Durban, KwaZulu-Natal",https://www.careerjunction.co.za/jobs/view/2335756/erp-system-specialist-in-durban-kwazulu-natal,Permanent Specialist position,Undisclosed cost to company,03/10/2019
Senior C# Developer,e-Merge IT Recruitment,"Roodepoort, Gauteng",https://www.careerjunction.co.za/jobs/view/2335463/senior-c%23-developer-in-roodepoort-gauteng,Permanent Senior position,"R900,000 - R1,000,000 pa cost to company",02/10/2019
SAP ABAP Developer,Mediro Application Consulting,"Rosslyn, Gauteng",https://www.careerjunction.co.za/jobs/view/2335394/sap-abap-developer-in-rosslyn-gauteng,Contract Intermediate position,Undisclosed basic salary,02/10/2019
Senior BI Specialist,e-Merge IT Recruitment,"Parktown, Gauteng",https://www.careerjunction.co.za/jobs/view/2329048/senior-bi-specialist-in-parktown-gauteng,Permanent Senior position,"R800,000 - R900,000 pa cost to company",02/10/2019
Java Security System Analyst Senior,e-Merge IT Recruitment,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2321934/java-security-system-analyst-senior-in-johannesburg-gauteng,Permanent Senior EE position,"R1,000,000 - R1,100,000 pa cost to company",01/10/2019
Data Engineer,Talenttac,"Bellville, Western Cape",https://www.careerjunction.co.za/jobs/view/2335178/data-engineer-in-bellville-western-cape,Permanent Intermediate position,"R300,000 - R620,000 pa cost to company",01/10/2019
Full Stack Developer &#X2013 Python and Java,Tipp Focus,"Midrand, Gauteng",https://www.careerjunction.co.za/jobs/view/2334236/full-stack-developer-%23x2013-python-and-java-in-midrand-gauteng-at-tipp-focus,Permanent Senior EE position,Market Related cost to company Neg,25/09/2019
Junior Software Developer,e-Merge IT Recruitment,"Sasolburg, Free State",https://www.careerjunction.co.za/jobs/view/2311423/junior-software-developer-in-sasolburg-free-state,Permanent Junior position,Undisclosed cost to company,12/09/2019
Front End Developer,Nigel Frank International,"Randburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2338233/front-end-developer-in-randburg-gauteng-at-nigel-frank-international,Permanent Intermediate position,"R20,000 - R55,000 pm basic salary plus benefits Neg",15/10/2019
L Business Analyst,GoldenRule,"Not specified, Gauteng",https://www.careerjunction.co.za/jobs/view/2337515/l-business-analyst-in-not-specified-gauteng-at-goldenrule,Permanent Intermediate position,Market Related cost to company Neg,10/10/2019
Senior POS Project Manager,Kwena Human Capital,"Cape Town Region, Western Cape",https://www.careerjunction.co.za/jobs/view/2337229/senior-pos-project-manager-in-cape-town-region-western-cape,Contract Senior EE position,Undisclosed cost to company,10/10/2019
SAP ABAP Developer,Mediro Application Consulting,"Menlyn, Gauteng",https://www.careerjunction.co.za/jobs/view/2337193/sap-abap-developer-in-menlyn-gauteng,Contract Senior position,Undisclosed cost to company incl benefits,10/10/2019
Data Support Engineer,Mediro Application Consulting,"La Lucia, KwaZulu-Natal",https://www.careerjunction.co.za/jobs/view/2337117/data-support-engineer-in-la-lucia-kwazulu-natal,Permanent Senior position,Undisclosed cost to company,09/10/2019
Java Software Developer,Geotech,"Bryanston, Gauteng",https://www.careerjunction.co.za/jobs/view/2337082/java-software-developer-in-bryanston-gauteng,Permanent Intermediate position,"R75,000 pm cost to company incl benefits",09/10/2019
BI Developer,Mediro Application Consulting,"Menlyn, Gauteng",https://www.careerjunction.co.za/jobs/view/2336517/bi-developer-in-menlyn-gauteng,Permanent Senior position,Undisclosed cost to company,08/10/2019
Front-End Developer,T-Zone,"Observatory, Western Cape",https://www.careerjunction.co.za/jobs/view/2336488/front-end-developer-in-observatory-western-cape,Permanent Intermediate position,"R35,000 - R45,000 pm basic salary plus benefits",07/10/2019
Back End C# Developer,Nigel Frank International,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2336184/back-end-c%23-developer-in-johannesburg-gauteng-at-nigel-frank-international,Permanent Senior position,"R50,000 - R70,000 pm cost to company",05/10/2019
Systems Developer,Professional Sourcing,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2335991/systems-developer-in-johannesburg-gauteng,Permanent Intermediate position,Undisclosed cost to company,04/10/2019
Systems Analyst,BASHR Consulting,"Johannesburg, Gauteng",https://www.careerjunction.co.za/jobs/view/2335969/systems-analyst-in-johannesburg-gauteng-at-bashr-consulting,Permanent Intermediate position,"R420,000 - R480,000 pa basic salary",04/10/2019
